Theme,DataPoints,Unit_of_Measurement,Agartala,Agra,Ahmedabad,Aizawl,Ajmer,Aligarh,Allahabad,Amaravati,Amritsar,Aurangabad,Bareilly,Belgaum,Bengaluru,Bhopal,Bhubaneswar,Biharsharif,Bilaspur,Chandigarh,Chennai,Coimbatore,Dahod,Davangere,Dehradun,Dharamshala,Diu,Erode,Faridabad,Gandhinagar,Gangtok,Guwahati,Gwalior,Hubli_Dharwad,Imphal,Indore,Itanagar,Jabalpur,Jaipur,Jalandhar,Jammu,Jhansi,Kakinada,Kalyan_Dombivali,Kanpur,Karimnagar,Karnal,Kavaratti,Kohima,Kota,Lucknow,Ludhiana,Madurai,Mangalore,Moradabad,Muzaffarpur,Nagpur,Namchi,Nashik,Naya_Raipur,NDMC,New_Town_Kolkata,Panaji,Pasighat,Patna,Pimpri_Chinchwad,Portblair,Puducherry,Pune,Raipur,Rajkot,Ranchi,Rourkela,Sagar,Saharanpur,Salem,Satna,Shimla,Silvassa,Solapur,Srinagar,Surat,Thane,Thanjavur,Thoothukudi,Tiruchirappalli,Tirunelveli,Tirupati,Tiruppur,Tiruvanantapuram,Tumakuru,Udaipur,Ujjain,Vadodara,Varanasi,Vellore,Visakhapatnam,Warangal,Ref-Year
Waste Management,Per capita waste generation,Gms/capita,414.8,399.8,612,NULL,380,0.25,195,NULL,350,345,466,345,NULL,800,NULL,300,350,415,0.685,260,340,311,NULL,230,335,439,280,23725,353,327,283,20650,0.312,440,493,445,390,450,576.43,NULL,398,0.375,315,515,450,0.191,NULL,250,481,520,339,417.5,450,450,360,280,224,308,350,8976.64,NULL,350,450,357.63,600,NULL,427.807,8742,274,524.8,350,NULL,450,450,NULL,0,450,331,288,350,652,450,400,411,325,487.42,520,309.2,350,300,375,400,400,400,400,255.81,41640
Waste Management,Per capita waste generation,Gms/capita,NULL,399.8,768,NULL,400,0.329,270,5771.844,275,367,435,450,600,414,453,400,128,400,0.572,255,350,339,440,300,588,352,446,34675,387,400,318,20650,0.394,405,496,485,400,500,691.72,375,491,0.42,450,500,470,0.245,NULL,400,361.9,0.53,337,604.4,400,400,460,350,310,711.24,450,20457.15,825,400,500,344.13,730,NULL,465.4736,169.3,398,518.5,400,400,450,383,300,0,450,230,381,276,419,107,323,450,350,420,450,345.8,400,399,375,616,400,325,225,329.3,43484
Waste Management,Total waste generated,tonnes per annum,NULL,337260,1424230,NULL,87600,158410,146000,7300,284000,167900,160984.8,260,NULL,288000,520,49275,128,170152.33,1781200,489282.5,14235,61685,8089790,18,5110,70262.5,288138,34675,18250,500,147833,19505759691,43800000,195640,1934.5,551.73,1480,200750,153300,71905,63145,650,NULL,55848,180,12753,NULL,144000,456250,468295,229950,125557.1,400,180,454650.46,2172,199318.57,3289.42,326,9320.29,18250,9125,770,319375,36500,NULL,2200,151110,223745,241995,120,40748.6,320,53655,34675,30886,30000,250.67,164250,662363.23,NULL,39055,65700,164250,310250,63145,92345,127750,3500,65700,73005.905,444170,205661.43,83950,335070,111748.4,2018
Waste Management,Waste recovered and recycled,tonnes per annum,NULL,43800,446120,NULL,2920,109500,21900,NULL,NULL,25550,34415,20,NULL,3.37,50,40,128,13180,61685,149419,NULL,12775,18128.02,NULL,NULL,12775,NULL,7300,1825,100,54000,1.5,NULL,183960,0,524,1480,164250,NULL,NULL,2916.69,145,11000,1460,135,173,NULL,NULL,181717,NULL,127.75,NULL,NULL,600,NULL,NULL,133859,72,326,NULL,1095,540,NULL,98126.15,23760,NULL,440,NULL,30613.95,24455,NULL,NULL,NULL,7300,21900,1050,30000,NULL,1825,552451.11,64,NULL,NULL,30490.69,6871,63145,936,44712,3200,3650,73005.905,126000,168507.93,61320,160965,2920,2018
Waste Management,Segregated Combustible Fractions (SCF) / Refused Derived Fuel (RDF) Utilised,tonnes per annum,NULL,2831.76,90155,NULL,0,NULL,NULL,NULL,NULL,43800,2753.2,0,NULL,NULL,NULL,NULL,46720,9748,NULL,56.77,NULL,NULL,52866.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6372,NULL,NULL,1158750,0,NULL,127750,NULL,NULL,NULL,34992,NULL,42674,NULL,NULL,NULL,NULL,NULL,12438,36500,NULL,NULL,NULL,NULL,NULL,NULL,13716.3,NULL,NULL,NULL,1460,NULL,NULL,95880,23760,NULL,NULL,NULL,32903.84,NULL,NULL,NULL,NULL,NULL,NULL,3500,NULL,NULL,NULL,127415.17,NULL,NULL,NULL,2676.66,NULL,NULL,925,NULL,NULL,NULL,200,76394.8,1025,6935,NULL,NULL,2018
Waste Management,Waste Quantification and characterisation report within last three years,URL,http://csc.niua.org/uploads/1564490023-Solidwastemanagementquantification.pdf,"http://csc.niua.org/uploads/1564467853-DetailsofMSWbySBM.pdf, http://csc.niua.org/uploads/ ""1564468010-QuantificationandCharacterizationofWaste.pdf",http://csc.niua.org/uploads/1564590353-ClimateSWMDept.Ahmedabad.pdf,http://csc.niua.org/uploads/1564121066-DatafromAMC.pdf,http://csc.niua.org/uploads/1564575406-CLIMATAAAAAAE.png,http://csc.niua.org/uploads/1564588657-blank.docx,http://csc.niua.org/uploads/1564484009-DPRVolI.pdf,http://csc.niua.org/uploads/1564477973-SWMFDPRR2.pdf,http://csc.niua.org/uploads/1564560751-FinalmicroplansubmittedbytheESSEL1.pdf,http://csc.niua.org/uploads/1564584272-SWMIndicators.pdf,http://csc.niua.org/uploads/1564560336-acttionplan2019.pdf,http://csc.niua.org/uploads/1564560564-Analysisreportoffreshgarbage3years.pdf,http://csc.niua.org/uploads/1564588791-WasteMgmtreport.pdf,http://csc.niua.org/uploads/1564591550-NODATACOLLECTED.pdf,http://csc.niua.org/uploads/1564570221-94jan19.pdf,http://csc.niua.org/uploads/1564591416-WasteQuantificationandcharacterisationstudyreportwithinlastthreeyears.docx,http://csc.niua.org/uploads/1564578267-FullDPRFinalJanuray.pdf,http://csc.niua.org/uploads/1563194924-wasteCharacterstics.pdf,http://csc.niua.org/uploads/1564573789-DraftReportKodungayiurPerungudi.pdf,http://csc.niua.org/uploads/1567169031-wasteNewDoc20190830.pdf,http://csc.niua.org/uploads/1564570724-WasteCharaterisationdahod.pdf,http://csc.niua.org/uploads/1564588228-CSCAFWaste24WasteQuantification.pdf,http://csc.niua.org/uploads/1564561527-DraftCitySanitationPlanDehradun.pdf,http://csc.niua.org/uploads/1564394073-WasteQuantificationandcharacterisation.pdf,http://csc.niua.org/uploads/1564581572-NoDataAvailable.docx,http://csc.niua.org/uploads/1564561610-ULBErodeCIPReport.pdf,http://csc.niua.org/uploads/1564568242-WasteManagement.pdf,http://csc.niua.org/uploads/1564580388-wasteCharacterisation.pdf,"http://csc.niua.org/uploads/1564468075-VolumeIFinalDPRSWMGangtokMainVolume.pdf, http://csc.niua.org/uploads/ ""1564469095-VolumeIFinalDPRSWMGangtokMainVolume.pdf",http://csc.niua.org/uploads/1563276728-GMCFinalReportFeb2019IITKGP.pdf,http://csc.niua.org/uploads/1563960551-PhysicalCharacterizationReportsGwalior.pdf,http://csc.niua.org/uploads/1564578401-Quantification.pdf,http://csc.niua.org/uploads/1564588088-WasteDataManipur.pdf,http://csc.niua.org/uploads/1564382879-WasteQuantificationandcharacterisationstudyreportwithinlastthreeyears.pdf,http://csc.niua.org/uploads/1564573638-1.pdf,http://csc.niua.org/uploads/1563879314-D2DDPR.pdf,http://csc.niua.org/uploads/1564559172-SPCB.pdf,http://csc.niua.org/uploads/1564474537-WasteManagement.pdf,http://csc.niua.org/uploads/1564569440-SolidWasteQuantity.pdf,http://csc.niua.org/uploads/1564563224-SoildWasteDPR1JhansiNagarNigam.pdf,http://csc.niua.org/uploads/1564489140-1564393330RecycledWasteKakinada1.pdf,http://csc.niua.org/uploads/1564575669-SWMinformation.pdf,http://csc.niua.org/uploads/1564484517-NewDoc201802111.pdf,http://csc.niua.org/uploads/1564592922-DraftDPRMCKIPEGLOBAL05.01.17.pdf,http://csc.niua.org/uploads/1564478814-WasteQuantificationandcharacterisationstudyreportwithinlastthreeyearsSPCBauthorisationforallRecyclingFacilitiestowhomRecyclablesandSCFRDFissold.PDF,http://csc.niua.org/uploads/1564503039-data.pdf,http://csc.niua.org/uploads/1564573999-NA.pdf,No file uploaded,"http://csc.niua.org/uploads/1567183815-WasteManagement1.pdf, http://csc.niua.org/uploads/ ""1567183825-waste.jpeg",http://csc.niua.org/uploads/1563963657-144173.pdf,http://csc.niua.org/uploads/1563799230-seg.pdf,http://csc.niua.org/uploads/1564388375-WasteCharacterization.pdf,http://csc.niua.org/uploads/1564572725-11Mar20191748285603NGQXC9FMoradabadPREFeasibilityReportconverted.pdf,http://csc.niua.org/uploads/1564394169-Muzaffarpurstudyreportfinal.docx,http://csc.niua.org/uploads/1564030990-ReportINNagpurSolidWasteManagementArcadisGermanyGmbH2017.pdf,http://csc.niua.org/uploads/1564558180-WasteQunatificationandCharacterisationWasteManagement.pdf,http://csc.niua.org/uploads/1562741883-0143190709144450001.pdf,http://csc.niua.org/uploads/1564554399-S5I2Q4.pdf,http://csc.niua.org/uploads/1564576632-PhysicalCharacterizationofMSW.pdf,http://csc.niua.org/uploads/1564120429-SolidWasteManagementGeneral.pdf,"http://csc.niua.org/uploads/1564035501-Incomingwaste.pdf, http://csc.niua.org/uploads/ ""1563859694-Incomingwaste.pdf",http://csc.niua.org/uploads/1564581475-DataNotAvailable.pdf,http://csc.niua.org/uploads/1564576412-NA.docx,http://csc.niua.org/uploads/1563872908-PCMCswmDPR200219Updated.pdf,"http://csc.niua.org/uploads/1564490986-SWMTOTALDATA.pdf, http://csc.niua.org/uploads/ ""1564493562-FactsheetforJune2019.pdf, http://csc.niua.org/uploads/ ""1564495398-CNDWasteManagement.pdf, http://csc.niua.org/uploads/ ""1564538628-ANNEXUREA.pdf",http://csc.niua.org/uploads/1564594664-MunicipalityPuducherry.jpg,http://csc.niua.org/uploads/1564587603-EnvironmentStatusReportPune2019.pdf,http://csc.niua.org/uploads/1564496443-1564228560TOTALWASTEGENERATION.pdf,http://csc.niua.org/uploads/1564491069-MunicipalSolidWasteQuantificationandCharacterizationforRajkot2018.pdf,http://csc.niua.org/uploads/1564574545-Wastecharacterisation.pdf,http://csc.niua.org/uploads/1564563099-RmcData.jpeg,http://csc.niua.org/uploads/1564577714-NORECORDFOUND.pdf,http://csc.niua.org/uploads/1564218693-StudyReport.jpeg,http://csc.niua.org/uploads/1564498243-WasteManagementIndicator2.pdf,http://csc.niua.org/uploads/1564402016-WasteManagementSMC.pdf,http://csc.niua.org/uploads/1567159253-solidwaste.jpeg,http://csc.niua.org/uploads/1564376311-Characterizationreport.pdf,http://csc.niua.org/uploads/1564593790-sd.docx,"http://csc.niua.org/uploads/1564118766-srinagarwaste.pdf, http://csc.niua.org/uploads/ ""1563865720-wastemanagment4.pdf",http://csc.niua.org/uploads/1563965724-4.CHARACTERIZATIONOFMUNICIPALSOLIDWASTE.pdf,http://csc.niua.org/uploads/1564054137-studyreport.pdf,http://csc.niua.org/uploads/1564475757-143HSwaste.pdf,http://csc.niua.org/uploads/1564223931-DetailedASSESSMENTOFMUNICIPALSOLIDWASTEGENERATIONWESTZONETHOOTHUKUDI910.pdf,http://csc.niua.org/uploads/1564404546-144.pdf,http://csc.niua.org/uploads/1563865058-139to145162to182wasteMangement.pdf,http://csc.niua.org/uploads/1564473102-DPRSWMTirupati2019.pdf,http://csc.niua.org/uploads/1564561917-144.pdf,http://csc.niua.org/uploads/1564592501-AuditReportLSGIsfortheyearendedMarch2011.pdf,http://csc.niua.org/uploads/1564577082-NOxdetails.pdf,http://csc.niua.org/uploads/1564403191-CRCAPAnnexure2Detailedwastequantificationandcharacterizationreport.pdf,http://csc.niua.org/uploads/1564218077-4.WasteQuantification201819.pdf,http://csc.niua.org/uploads/1563878954-I1SWMNewDPR.pdf,http://csc.niua.org/uploads/1562916869-MergedCharactrizationofwaste.pdf,http://csc.niua.org/uploads/1564132917-DPRLANDFILLMININGOFEXISTINGSWMDUMPSITE13012016.pdf,http://csc.niua.org/uploads/1563175404-20162018dpr.pdf,http://csc.niua.org/uploads/1564032599-190202FSreportFinal.pdf,2016
Waste Management,SPCB authorisation for Recycling Facilities for Recyclables and SCF/RDF buyers,URL,http://csc.niua.org/uploads/1564490777-SPCBauthorisation.docx,http://csc.niua.org/uploads/1564557391-ANNletteroflistofagenciesforplasticwastemanagement.pdf,http://csc.niua.org/uploads/1564593039-Document.txt,http://csc.niua.org/uploads/1564121070-DatafromAMC.pdf,http://csc.niua.org/uploads/1564573362-CLIMATAAAAAAE.png,http://csc.niua.org/uploads/1564588662-blank.docx,http://csc.niua.org/uploads/1564484513-SUPPLIMENTRYAGREEMENT.pdf,http://csc.niua.org/uploads/1564478067-SWMFacilities.docx,http://csc.niua.org/uploads/1564581517-NoData.pdf,http://csc.niua.org/uploads/1564584306-SWMIndicators.pdf,http://csc.niua.org/uploads/1564560381-Scan.pdf,http://csc.niua.org/uploads/1564568462-NewMicrosoftWordDocument3.docx,http://csc.niua.org/uploads/1564588796-WasteMgmtreport.pdf,http://csc.niua.org/uploads/1564591561-NODATACOLLECTED.pdf,http://csc.niua.org/uploads/1564570235-94jan19.pdf,http://csc.niua.org/uploads/1564591483-SPCBauthorisationforallRecyclingFacilitiestowhomRecyclablesandSCFRDFissold.docx,http://csc.niua.org/uploads/1564578280-FullDPRFinalJanuray.pdf,http://csc.niua.org/uploads/1563611688-mergefromofoct.jpg,http://csc.niua.org/uploads/1564576245-ClimateSmartCitiesSWM.pdf,http://csc.niua.org/uploads/1564484593-TNPCBletter19.01.2018.pdf,http://csc.niua.org/uploads/1564570731-WasteCharaterisationdahod.pdf,http://csc.niua.org/uploads/1564588238-CSCAFWaste24SPCB.pdf,http://csc.niua.org/uploads/1564561536-DraftCitySanitationPlanDehradun.pdf,http://csc.niua.org/uploads/1564578357-SPCB.docx,http://csc.niua.org/uploads/1564581575-NoDataAvailable.docx,http://csc.niua.org/uploads/1564578883-ULBErodeCIPSWMReport.pdf,http://csc.niua.org/uploads/1564568245-WasteManagement.pdf,http://csc.niua.org/uploads/1564582292-Indicator2.pdf,http://csc.niua.org/uploads/1564468740-recycling.pdf,http://csc.niua.org/uploads/1564569708-GMCFinalReportFeb2019IITKGP.pdf,http://csc.niua.org/uploads/1564134949-CTEGwalior.pdf,http://csc.niua.org/uploads/1564578544-SPCB.pdf,http://csc.niua.org/uploads/1564589391-SPCBAuthorisation.jpg,http://csc.niua.org/uploads/1564560827-SPCBauthorisation.pdf,http://csc.niua.org/uploads/1564573644-2.pdf,http://csc.niua.org/uploads/1564574671-D2DDPR.pdf,http://csc.niua.org/uploads/1564559182-SPCB.pdf,http://csc.niua.org/uploads/1564474552-WasteManagement.pdf,http://csc.niua.org/uploads/1564569476-SolidWasteQuantity.pdf,http://csc.niua.org/uploads/1564580438-RDFSold.pdf,http://csc.niua.org/uploads/1564489142-1564393330RecycledWasteKakinada1.pdf,http://csc.niua.org/uploads/1564575679-SWMinformation.pdf,"http://csc.niua.org/uploads/1564484822-EsselsupplyofRDFfromourPDplantatKanpur2.docx, http://csc.niua.org/uploads/ ""1564484877-1.pdf, http://csc.niua.org/uploads/ ""1564484891-6.pdf, http://csc.niua.org/uploads/ ""1564485072-3.pdf, http://csc.niua.org/uploads/ ""1564486607-5GSTINVOICE.pdf, http://csc.niua.org/uploads/ ""1564486614-10GSTINVOICE.pdf, http://csc.niua.org/uploads/ ""1564486619-15GSTINVOICE.pdf, http://csc.niua.org/uploads/ ""1564486632-16GSTINVOICE.pdf, http://csc.niua.org/uploads/ ""1564486657-001.pdf, http://csc.niua.org/uploads/ ""1564486688-3.pdf",http://csc.niua.org/uploads/1564595249-DraftDPRMCKIPEGLOBAL05.01.17.pdf,http://csc.niua.org/uploads/1564478816-WasteQuantificationandcharacterisationstudyreportwithinlastthreeyearsSPCBauthorisationforallRecyclingFacilitiestowhomRecyclablesandSCFRDFissold.PDF,http://csc.niua.org/uploads/1564503087-data.pdf,http://csc.niua.org/uploads/1564574010-NA.pdf,No file uploaded,"http://csc.niua.org/uploads/1567183880-WasteManagement1.pdf, http://csc.niua.org/uploads/ ""1567183897-waste.jpeg",http://csc.niua.org/uploads/1567157547-Ind2PCB.pdf,http://csc.niua.org/uploads/1563801018-tnpcb.pdf,http://csc.niua.org/uploads/1564488003-SignedNatureFriendlyKSPCBAuthorization.pdf,http://csc.niua.org/uploads/1564572739-11Mar20191748285603NGQXC9FMoradabadPREFeasibilityReportconverted.pdf,http://csc.niua.org/uploads/1564573689-LetterNo1095Date25062019.pdf,http://csc.niua.org/uploads/1564567590-SCFRDFNotbeingutilised.pdf,http://csc.niua.org/uploads/1564558228-SPCBAuthorisation.pdf,http://csc.niua.org/uploads/1564561866-MPCB.pdf,http://csc.niua.org/uploads/1564571983-S5I2Q5B.pdf,http://csc.niua.org/uploads/1564578515-RFPforMSW.pdf,http://csc.niua.org/uploads/1564120438-SolidWasteManagementGeneral.pdf,"http://csc.niua.org/uploads/1564552530-NORecyclingCCP.pdf, http://csc.niua.org/uploads/ ""1564559581-KSPCB.jpg",http://csc.niua.org/uploads/1564581476-DataNotAvailable.pdf,http://csc.niua.org/uploads/1564576420-NA.docx,http://csc.niua.org/uploads/1563884164-mpcbauthorizationoldnew.pdf,"http://csc.niua.org/uploads/1564490512-ANPCCAUTHORISATION.pdf, http://csc.niua.org/uploads/ ""1564493502-Authorisationtocollectplasticwastes.pdf",http://csc.niua.org/uploads/1564594671-MunicipalityPuducherry.jpg,http://csc.niua.org/uploads/1564587657-plasticcollectiondrive.pdf,http://csc.niua.org/uploads/1564496451-1564228560TOTALWASTEGENERATION.pdf,http://csc.niua.org/uploads/1564491084-GPCBauthorisationapplicationforRecyclingFacilitiesRajkot.pdf,http://csc.niua.org/uploads/1564574553-Wastecharacterisation.pdf,http://csc.niua.org/uploads/1564563107-RmcData.jpeg,http://csc.niua.org/uploads/1564577590-NORECORDFOUND.pdf,http://csc.niua.org/uploads/1564575816-scf.pdf,http://csc.niua.org/uploads/1564498252-WasteManagementIndicator2.pdf,http://csc.niua.org/uploads/1564402029-WasteManagementSMC.pdf,http://csc.niua.org/uploads/1567159428-pollution.jpeg,http://csc.niua.org/uploads/1564376249-CA.pdf,http://csc.niua.org/uploads/1563953525-SMCMSWAuthorizationCopy.pdf,"http://csc.niua.org/uploads/1564552239-RDFFACILITY.jpeg, http://csc.niua.org/uploads/ ""1564552250-RDFfacility2.jpeg",http://csc.niua.org/uploads/1563965728-GPCBNOCFINAL.pdf,http://csc.niua.org/uploads/1564570325-SPCBAuthorization.pdf,http://csc.niua.org/uploads/1564476280-143HSwaste.pdf,http://csc.niua.org/uploads/1564223927-TNPCBAUTHORIZATIONLETTERRECEIVED.pdf,http://csc.niua.org/uploads/1564404554-145.pdf,http://csc.niua.org/uploads/1563865075-139to145162to182wasteMangement.pdf,http://csc.niua.org/uploads/1564473113-SPCBauthorisationforallRecyclingFacilitiesTirupati.pdf,http://csc.niua.org/uploads/1564561918-145.pdf,http://csc.niua.org/uploads/1564592537-Declaration2019uploadonTMCwebsite.pdf,http://csc.niua.org/uploads/1564577090-stationdetails.pdf,http://csc.niua.org/uploads/1564405090-NoSDForRDFfacilityinUdaipur.docx,http://csc.niua.org/uploads/1563872837-5.UWMConsentOrder.pdf,http://csc.niua.org/uploads/1563878944-I2PlasticCTEVadodara.pdf,http://csc.niua.org/uploads/1562916959-RDFmerged.pdf,http://csc.niua.org/uploads/1564133121-AuthorisationSW.pdf,http://csc.niua.org/uploads/1563175414-IYFSPCBauthorizationletter.pdf,http://csc.niua.org/uploads/1564149485-190202FSreportFinal.pdf,
Waste Management,The total C&D waste generated in city,tonnes per annum,40.234,51100,NULL,NULL,NULL,NULL,29200,NULL,NULL,NULL,36000,NULL,NULL,NULL,14153,50,NULL,29200,267180,13140,576,5475,NULL,18,NULL,NULL,NULL,3650,NULL,NULL,NULL,NULL,NULL,21900,0,NULL,NULL,36500,NULL,9125,6205,NULL,165345,NULL,NULL,NULL,NULL,NULL,29200,71540,218,NULL,NULL,NULL,34446,NULL,9187.25,NULL,NULL,1349.88,NULL,NULL,NULL,47363.31,4200,NULL,NULL,NULL,33561,730,NULL,4074.86,7300,700,1825,NULL,29930,1825,438000,110033.5,NULL,1460,NULL,9125,480,9125,36500,6387,NULL,7300,7300,18442,18250,NULL,29200,NULL,2018
Waste Management,Total C&D Waste Transferred to Processing Facility or designated dumping point,tonnes per annum,NULL,33288,NULL,NULL,NULL,NULL,29200,NULL,NULL,NULL,36000,NULL,NULL,NULL,14153,NULL,NULL,4365,184194,100,432,NULL,NULL,NULL,NULL,NULL,NULL,3650,NULL,NULL,NULL,NULL,NULL,21900,0,NULL,NULL,36500,NULL,9125,NULL,NULL,165345,NULL,NULL,NULL,NULL,NULL,29200,596.3,4,NULL,NULL,NULL,34446,NULL,9187.25,NULL,NULL,1349.88,NULL,NULL,NULL,47363.31,4200,NULL,NULL,NULL,8940,730,NULL,NULL,7300,700,1825,NULL,2993,1825,NULL,108933.17,NULL,NULL,NULL,9125,70,9125,NULL,NULL,NULL,NULL,7300,18442,18250,NULL,29200,NULL,2018
Waste Management,Total C&D Waste transferred to Processing Facility to convert to Recycled Products,tonnes per annum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36000,NULL,NULL,NULL,NULL,NULL,NULL,4365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3650,NULL,NULL,NULL,NULL,NULL,20075,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110033.5,NULL,NULL,NULL,NULL,NULL,5475,NULL,NULL,NULL,NULL,7300,NULL,0,NULL,1095,NULL,2018
Waste Management,Total C&D Waste Transferred to Processing Facility,tonnes per annum,NULL,NULL,NULL,NULL,NULL,NULL,29200,NULL,NULL,NULL,36000,NULL,NULL,NULL,NULL,NULL,NULL,4365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3650,NULL,NULL,NULL,NULL,NULL,21900,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108933.17,NULL,NULL,NULL,NULL,NULL,9125,NULL,NULL,NULL,NULL,7300,NULL,0,NULL,29200,NULL,2018
Waste Management,Total C&D Waste Recycled products produced by facility,Tonnes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4860,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21413.1,NULL,NULL,NULL,NULL,NULL,1370,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,
Waste Management,Total C&D Waste Recycled products Sold/utilised,Tonnes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4860,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14115,NULL,NULL,NULL,NULL,NULL,1370,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,
Waste Management,Condition of Landfill site,Wet/Dry,Wet,Dry,Dry,Wet,Dry,Wet,Dry,Dry,Dry,Dry,Wet,Wet,Dry,Dry,Wet,Dry,Wet,Dry,Wet,Dry,Dry,Dry,Dry,Wet,Wet,Dry,Dry,Dry,Wet,Wet,Dry,Wet,Wet,Wet,Wet,Wet,Wet,Dry,Dry,Dry,Wet,Wet,Dry,Dry,Dry,Wet,Dry,Dry,Dry,Dry,Dry,Wet,Dry,Dry,Wet,Dry,Dry,Dry,Dry,Wet,Wet,Wet,Dry,Dry,Wet,Wet,Dry,Dry,Dry,Dry,Dry,Dry,Wet,Dry,Dry,Dry,Wet,Dry,Wet,Wet,Wet,Dry,Dry,Dry,Dry,Dry,Dry,Wet,Dry,Dry,Dry,Wet,Dry,Wet,Wet,Dry,2019
Waste Management,Total Quantum of Waste generated,MTPA,94900,337260,1424230,139.98,87600,158410,146000,NULL,234000,460,77508,91250,NULL,7300,182.5,50000,46.72,170152,1781200,346750,14235,12775,96020.41,18,5110,70262.5,246744.36,34675,14600,500,175200,400,43800000,378870,1934.5,183960,540200,200750,153300,32850,63145,7117500,547500,55848,180,12753,NULL,144000,456250,100,229950,125557.1,400,180,454650.46,1970,199318.57,3289.42,326,9320.29,18205,9125,2181050,319375,36500,NULL,2200,151110,223745,241995,43800,NULL,116800,127750,34.68,30886,30000,NULL,164250,662363.23,963,NULL,65700,164250,NULL,63145,167900,127750,43000,65700,73005.905,444170,205617.43,83950,233965,111748.4,2018
Waste Management,Quantum of Waste treated through Biological processes,MTPA,11476.768,9125,142564,NULL,NULL,109500,NULL,NULL,NULL,NULL,NULL,91250,NULL,NULL,NULL,6000,46.72,246.91,112785,202210,NULL,NULL,4645.71,NULL,NULL,35131.25,NULL,11680,6570,165561.2151,54750,3,43800000,181770,NULL,110960,91250,0,NULL,NULL,NULL,273750,146000,1095,90,468,NULL,NULL,406061,NULL,119574,82855,NULL,90,73000,NULL,115605,0.2,56,NULL,6570,2300,NULL,158424.4,5000,NULL,100,NULL,134320,474.5,730,NULL,21900,19345,31.02,NULL,12000,NULL,1825,262640.93,10,NULL,35405,68233,NULL,43800,3650,80000,35000,4745,45260,1553,168507.93,48180,5475,5110,2018
Waste Management,Quantum of Waste treated through incinerarion processes,MTPA,91250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,NULL,0,NULL,NULL,NULL,NULL,46720,NULL,NULL,NULL,NULL,NULL,68809.34,NULL,NULL,14600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1460,NULL,80300,NULL,0,NULL,NULL,NULL,NULL,1,NULL,10,NULL,NULL,NULL,NULL,36500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,203,NULL,1460,NULL,NULL,NULL,NULL,NULL,..20202020201928129,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,29836,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1553.74,NULL,NULL,NULL,2018
